,Intent,Label
4029,@GigaFag @pipertownsend_ snapchat new would beg to differ ,joy
4030,A hearty Jonza! to all my friends and follower.,joy
4031,"You must be knowing #blithe means (adj.)  Happy, cheerful.",joy
4032,Old saying 'A #smile shared is one gained for another day' @YEGlifer @Scott_McKeen,joy
4033,Bridget Jones' Baby was bloody hilarious 😅 #BridgetJonesBaby,joy
4034,@Elaminova sparkling water makes your life sparkly,joy
4035,I'm tired of everybody telling me to chill out and everythings ok. no the fuck its not. I'm tired of faking a a fucking smile,joy
4036,#GBBO can cheer me up ☺️,joy
4037,"&amp; as much as I hate for a dude to cheat, women forego pleasing their man, they get lazy &amp; men get lazy &amp; then it's just pointless",joy
4038,@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay #happyjinyoungday #got7  #birthday,joy
4039,@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay  #happyjinyoungday #got7 #happy #birthday,joy
4040,The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n #optimism #inspire,joy
4041,The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n  #inspire,joy
4042,"Watching football matches without commentary is something that I rejoice, found a transmission of City’s match like that today, joyful.",joy
4043,#twd comes on soon #happy,joy
4044,#twd comes on soon ,joy
4045,@TauDeltaPhiDK THANK YOU FOR MY OBAMA CUT OUT!!!!!! I am elated that he's back home😍,joy
4046,"@DDogsScout 'Oh!' Almost with odd cheerfulness, Big Boss offers: 'Muzzle flash blinding. Accidental by the guy who became my best friend.'",joy
4047,Gemma Simmons is the bright spot of the premiere so far. #AgentsofSHIELD,joy
4048,This is a beautiful day that the Lord has made. I will rejoice and be glad!!!,joy
4049,Watch this amazing live.ly broadcast by @kelli.peterson #lively #musically.   Come WATCH,joy
4050,"Sometimes I like to talk about my sadness.  Other times, I just want to be distracted by friends, laughter, shopping, eating...  \n\n#MHChat",joy
4051,Oi @THEWIGGYMESS you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... 🤓  hahahahahahaha,joy
4052,So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour,joy
4053,"Accept the challenges, so that you may feel the exhilaration of victory.",joy
4054,For what a beautiful day. #elated,joy
4055,For what a beautiful day. ,joy
4056,@Langston_Hunter Yeah bro it eas hella exhilarating,joy
4057,sometimes im sad then remember Margaret Thatcher is dead and then i rejoice,joy
4058,This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any ,joy
4059,This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any #optimism,joy
4060,@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?  #optimism,joy
4061,Martin Roth leaving V&amp;A shoes the effects of #Brexit: bright and talented foreigners made to feel unwelcome and leaving U.K. #c4news,joy
4062,one thing I can say is that you kept me smiling,joy
4063,#blackish always has me #rollin #hilarious,joy
4064,#blackish always has me #rollin ,joy
4065,How is your toddler coping with the new arrival? Has he tried killing her yet?' they cheerfully ask.,joy
4066,American Schools are lively,joy
4067,Drawing mini-comics is joyful; folding mini-comics is meditative and relaxing. I think I need to do them for more than just Halloween...,joy
4068,"@Malkarii_ Korgoth of Barbaria for brutality, King Julian for hilarity, and Ariel... Because hot...",joy
4069,"i love those #memories that randomly pop\ninto my head , have me #smiling like an\n#idiot for ages 󾌴",joy
4070,"@TurtleTitan2003 (She laughed a bit. Of course it was! Aria shook her head, calming her mirth so she could listen to Mikey.) No, actually. +",joy
4071,@IreneEstry can't wait to see you Hun #cuddles #gossip #laughter,joy
4072,@IreneEstry can't wait to see you Hun #cuddles #gossip ,joy
4073,God hears your voice optimism at the moment that you think that everything has failed you ✨.,joy
4074,My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky #happy,joy
4075,My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky ,joy
4076,Love this! Laughing while crying works too! #katherinemansfield #failure #laughter #dealingwithfailure,joy
4077,Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,joy
4078,"They tend to loosen up a bit when drunk, and can seem pretty cheerful.",joy
4079,🍦🎿 god chirp this burp 🎿🍦,joy
4080,"We so elated, we celebrated like Obama waited until his last day in office to tell the nation, brothers is getting their reparations",joy
4081,angel delight is my everything,joy
4082,I just want to let everyone out there know you are wonderful people! #beyourself #happy #cheerful #late-night #compliment #behappy,joy
4083,I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,joy
4084,#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter! #hilarious #cleverpeople,joy
4085,#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter!  #cleverpeople,joy
4086,"@paraplyene @soupper i just read it and it's so fun??!!!! So lighthearted and cheerful, i was right, it's a double cavity for me.",joy
4087,I'm at the point in my life that I'm playing Christmas music in my room because i need winter and joyful times rn,joy
4088,"Luis Ortiz ducked by Ustinov which means fights off, and he left @GoldenBoyBoxing future not looking to bright for Ortiz #boxing",joy
4089,Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!,joy
4090,"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO #hilarious",joy
4091,"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO ",joy
4092,Happy Birthday @Brooke56_56 #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,joy
4093,The little sniffle at the end of the song gets me every time. #rejoice,joy
4094,The little sniffle at the end of the song gets me every time. ,joy
4095,"I mean, is she supposed to seem joyous when she's talking Rodrigo Duterte, ISIS, the American economy, etc.? Think about what you're saying.",joy
4096,@XenoStateOfMind yes\n\nmake her smile and be happy\nshe deserves happiness,joy
4097,Keep smiling :),joy
4098,Ever wake up and instantly feel happy?,joy
4099,@jpodhoretz I still respect you. I suppose there is so little to be gleeful about these days so take what you can. Good for you.,joy
4100,@amstrado_CPC @ShittySUFanart the single tear is him being joyous that he's deleted the monster that has brought generations of despair,joy
4101,"#Quoteoftheday\r\r'If you don't do #wild things while you're young, you'll have nothing to #smile about when you're old.'\r\r#dailyquote #quotes",joy
4102,All the bright places :(,joy
4103,I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up,joy
4104,I'm the reason I smile everyday 💯,joy
4105,"@NoorBazzi14 lowkey I want to go just to chirp Anna LOL but say hi to Atkins for me!! One of my favourite coaches, he's smart and caring",joy
4106,It's all about #redwine and #glee,joy
4107,It's all about #redwine and ,joy
4108,"@tabstamlyn @lara_hunt1 I will, next time I'll make sure everything is sparkling clean",joy
4109,Take my kindness for weakness when you acting silly keeping it 100 ain't your forté  #ChrisBrown #TeamBreezy,joy
4110,Take my kindness for weakness when you acting silly keeping it 100 ain't your forté #breezy #ChrisBrown #TeamBreezy,joy
4111,"I envy the relentless, your cheerful smile aimed at the pouring rain, your positive attitude is an art you have continually mastered.",joy
4112,"I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.",joy
4113,Anyone who drinks sparkling water is a demon,joy
4114,Modern family never fails to cheer me up. Especially Phil.,joy
4115,#smile #instagramers : #Selfie#BestMeSelfie#Me#Smile#BestMeCameraIsGreat#EmojiGrid#LikeforLike#Friend#Girl#Boy#Tattoos#Family#6Pack#G...,joy
4116,@Author_LB Awesome. My 9 yr old grandson runs cross country. No Simon Whitfield but still a lot of fun cheering him on.,joy
4117,18' \nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU...,joy
4118,"@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st #optimism",joy
4119,"@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st ",joy
4120,@ditzkoff @jpodhoretz There’s not a metaphor in the world that will get at the hilarity of jpod pronouncing on humor.,joy
4121,Successful people always have two things on their lips #silence nd #smile smile to avoid problems nd silence to avoid the problems too,joy
4122,in geometry today hannah started crying of laughter because ms. canning said 'pp' lol,joy
4123,@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.,joy
4124,y'all shabazz's name in my phone is 'easy breezy beautiful' &amp; I will not apologize.,joy
4125,"During the day @JeffProbst is jovial. At #TribalCouncil he's a different,  darker fellow.  Still simply but smiles are few. #Survivor",joy
4126,🎉 It is time for a most joyous celebration! 🎉,joy
4127,@FilthyFrank My first time watching your vids and i died of laughter. Keep this up dude,joy
4128,@DumTeeDum don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers,joy
4129,Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs @ManUtd,joy
4130,Your #smile is a messenger of your good will.,joy
4131,imagine if teppu got animated by madhouse tho &gt;_&lt;,joy
4132,I'm highly animated even though I'm decomposing.,joy
4133,jk. started this week strong and it's still going strong. #optimism,joy
4134,jk. started this week strong and it's still going strong. ,joy
4135, @cailamarsai you've had me   the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,joy
4136,Town is lively. Something happen?,joy
4137,"So today, I un armed my silence. My lungs rejoice in freedom. My insides had color too! A woman counted! My jawbone became a razor! For free",joy
4138,@SQLBek My liver is elated that isn't us,joy
4139,"Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot",joy
4140,"Oii oiii, @Louis_Tomlinson !!  \nTHANK YOU for always making me smile ! MY BIRTHDAY is in 16 days. 🎉 Mind following me as a gift ? 🎁 X225,884",joy
4141,@Steeeevie_ breezy luvvvv,joy
4142,My @timehop literally cracks me up when I see posts from 2 years ago and later 😂 ,joy
4143,My @timehop literally cracks me up when I see posts from 2 years ago and later 😂 #hilarious,joy
4144,@ByeKandace can't cheer for a jigaboo,joy
4145,@daveweigel a laurel and hearty handshake,joy
4146,"@Bhavnay that, i dont mind too much. smoother, thicker texture. makes it more hearty. also, im glad iced coffee is a thing in the uk now.",joy
4147,@LeeJarvis10 can't be following u pal he's smiling,joy
4148,love to play underlord while listening to cheery anime music,joy
